Gene,description
K09136,ribosomal protein S12 methylthiotransferase accessory factor
K09137,uncharacterized protein
K09138,uncharacterized protein
K09140,pre-rRNA-processing protein TSR3
K09141,uncharacterized protein
K09142,methyltransferase [EC:2.1.1.-]
K09143,uncharacterized protein
K09144,uncharacterized protein
K09145,uncharacterized protein
K09146,uncharacterized protein
K09147,uncharacterized protein
K09148,uncharacterized protein
K09149,uncharacterized protein
K09152,uncharacterized protein
K09153,small membrane protein
K09154,uncharacterized protein
K09157,uncharacterized protein
K09158,uncharacterized protein
K09159,antitoxin CptB
K09160,uncharacterized protein
K09161,uncharacterized protein
K09163,uncharacterized protein
K09164,uncharacterized protein
K09165,dodecin
K09166,uncharacterized protein
K09167,uncharacterized protein
K09181,acetyltransferase
K09184,"GATA-binding protein, other eukaryote"
K09190,uncharacterized protein
K09191,general transcription factor IIIA
K09228,KRAB domain-containing zinc finger protein
K09251,putrescine aminotransferase [EC:2.6.1.82]
K09252,feruloyl esterase [EC:3.1.1.73]
K09364,"POU domain transcription factor, class 2"
K09384,uncharacterized protein
K09386,uncharacterized protein
K09391,transcription factor E2F7/8
K09422,"transcription factor MYB, plant"
K09456,putative acyl-CoA dehydrogenase
K09457,7-cyano-7-deazaguanine reductase [EC:1.7.1.13]
K09458,3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
K09459,phosphonopyruvate decarboxylase [EC:4.1.1.82]
K09461,anthraniloyl-CoA monooxygenase [EC:1.14.13.40]
K09471,gamma-glutamylputrescine oxidase [EC:1.4.3.-]
K09472,4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99]
K09474,acid phosphatase (class A) [EC:3.1.3.2]
K09478,short-chain 2-methylacyl-CoA dehydrogenase [EC:1.3.8.5]
K09482,glutamyl-tRNA(Gln) amidotransferase subunit D [EC:6.3.5.7]
K09488,TNF receptor-associated protein 1
K09490,endoplasmic reticulum chaperone BiP [EC:3.6.4.10]
K09506,DnaJ homolog subfamily A member 5
K09516,"all-trans-retinol 13,14-reductase [EC:1.3.99.23]"
K09529,DnaJ homolog subfamily C member 9
K09539,DnaJ homolog subfamily C member 19
K09540,translocation protein SEC63
K09548,prefoldin subunit 1
K09553,stress-induced-phosphoprotein 1
K09554,cell division cycle protein 37
K09568,FK506-binding protein 1 [EC:5.2.1.8]
K09575,FK506-binding protein 9/10 [EC:5.2.1.8]
K09578,peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [EC:5.2.1.8]
K09580,protein disulfide-isomerase A1 [EC:5.3.4.1]
K09607,immune inhibitor A [EC:3.4.24.-]
K09611,probable aminopeptidase NPEPL1 [EC:3.4.11.-]
K09612,alkaline phosphatase isozyme conversion protein [EC:3.4.11.-]
K09649,thymus-specific serine protease [EC:3.4.-.-]
K09650,rhomboid-like protein [EC:3.4.21.105]
K09667,protein O-GlcNAc transferase [EC:2.4.1.255]
K09680,type II pantothenate kinase [EC:2.7.1.33]
K09681,"LysR family transcriptional regulator, transcription activator of glutamate synthase operon"
K09684,"PucR family transcriptional regulator, purine catabolism regulatory protein"
K09688,capsular polysaccharide transport system permease protein
K09689,capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12]
K09690,lipopolysaccharide transport system permease protein
K09691,lipopolysaccharide transport system ATP-binding protein
K09692,teichoic acid transport system permease protein
K09693,teichoic acid transport system ATP-binding protein [EC:7.5.2.4]
K09694,lipooligosaccharide transport system permease protein
K09695,lipooligosaccharide transport system ATP-binding protein
K09696,sodium transport system permease protein
K09697,sodium transport system ATP-binding protein [EC:7.2.2.4]
K09699,2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]
K09700,uncharacterized protein
K09701,uncharacterized protein
K09702,uncharacterized protein
K09703,uncharacterized protein
K09704,uncharacterized protein
K09705,uncharacterized protein
K09707,uncharacterized protein
K09709,3-methylfumaryl-CoA hydratase [EC:4.2.1.153]
K09710,ribosome-associated protein
K09711,lipoyl synthase
K09712,uncharacterized protein
K09713,uncharacterized protein
K09716,D-aminoacyl-tRNA deacylase [EC:3.1.1.96]
K09717,uncharacterized protein
K09721,uncharacterized protein
K09722,4-phosphopantoate---beta-alanine ligase [EC:6.3.2.36]
K09723,DNA replication factor GINS
K09726,uncharacterized protein
K09728,uncharacterized protein
K09732,uncharacterized protein
K09733,(5-formylfuran-3-yl)methyl phosphate synthase [EC:4.2.3.153]
K09735,GTP-dependent dephospho-CoA kinase [EC:2.7.1.-]
K09736,uncharacterized protein
K09738,uncharacterized protein
K09740,uncharacterized protein
K09741,KEOPS complex subunit Pcc1
K09744,uncharacterized protein
K09746,uncharacterized protein
K09747,nucleoid-associated protein EbfC
K09748,ribosome maturation factor RimP
K09749,uncharacterized protein
K09759,nondiscriminating aspartyl-tRNA synthetase [EC:6.1.1.23]
K09760,DNA recombination protein RmuC
K09761,16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]
K09762,cell division protein WhiA
K09763,uncharacterized protein
K09764,uncharacterized protein
K09765,epoxyqueuosine reductase [EC:1.17.99.6]
K09766,uncharacterized protein
K09767,cyclic-di-GMP-binding protein
K09768,uncharacterized protein
K09769,"2-,3--cyclic-nucleotide 2--phosphodiesterase [EC:3.1.4.16]"
K09771,small multidrug resistance family-3 protein
K09772,cell division inhibitor SepF
K09773,"[pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]"
K09774,lipopolysaccharide export system protein LptA
K09775,uncharacterized protein
K09776,uncharacterized protein
K09777,extracellular matrix regulatory protein A
K09779,uncharacterized protein
K09780,uncharacterized protein
K09781,uncharacterized protein
K09785,uncharacterized protein
K09786,uncharacterized protein
K09788,2-methylaconitate isomerase [EC:5.3.3.-]
K09790,uncharacterized protein
K09791,uncharacterized protein
K09792,uncharacterized protein
K09793,uncharacterized protein
K09794,uncharacterized protein
K09795,uncharacterized protein
K09796,periplasmic copper chaperone A
K09797,uncharacterized protein
K09798,uncharacterized protein
K09799,uncharacterized protein
K09800,translocation and assembly module TamB
K09801,uncharacterized protein
K09803,uncharacterized protein
K09804,uncharacterized protein
K09805,uncharacterized protein
K09806,ubiquinone biosynthesis accessory factor UbiK
K09807,uncharacterized protein
K09808,lipoprotein-releasing system permease protein
K09810,lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-]
K09811,cell division transport system permease protein
K09812,cell division transport system ATP-binding protein
K09813,hemin transport system permease protein
K09814,hemin transport system ATP-binding protein [EC:7.6.2.-]
K09815,zinc transport system substrate-binding protein
K09816,zinc transport system permease protein
K09817,zinc transport system ATP-binding protein [EC:7.2.2.20]
K09819,manganese/iron transport system permease protein
K09822,uncharacterized protein
K09823,"Fur family transcriptional regulator, zinc uptake regulator"
K09825,"Fur family transcriptional regulator, peroxide stress response regulator"
K09826,"Fur family transcriptional regulator, iron response regulator"
K09828,Delta24-sterol reductase [EC:1.3.1.72 1.3.1.-]
K09834,tocopherol cyclase [EC:5.5.1.24]
K09836,beta-carotene/zeaxanthin 4-ketolase [EC:1.14.99.63 1.14.99.64]
K09844,"carotenoid 1,2-hydratase [EC:4.2.1.131]"
K09845,"1-hydroxycarotenoid 3,4-desaturase [EC:1.3.99.27]"
K09847,spheroidene monooxygenase [EC:1.14.15.9]
K09857,uncharacterized protein
K09858,SEC-C motif domain protein
K09859,uncharacterized protein
K09860,outer membrane protein FlgP
K09861,uncharacterized protein
K09862,uncharacterized protein
K09873,aquaporin TIP
K09874,aquaporin NIP
K09880,enolase-phosphatase E1 [EC:3.1.3.77]
K09882,cobaltochelatase CobS [EC:6.6.1.2]
K09883,cobaltochelatase CobT [EC:6.6.1.2]
K09888,cell division protein ZapA
K09889,ribosome-associated protein
K09890,alternative ribosome-rescue factor
K09891,uncharacterized protein
K09892,cell division protein ZapB
K09893,regulator of ribonuclease activity B
K09894,uncharacterized protein
K09895,uncharacterized protein
K09897,uncharacterized protein
K09898,uncharacterized protein
K09899,uncharacterized protein
K09900,N4-acetylcytidine amidohydrolase [EC:3.5.1.135]
K09901,uncharacterized protein
K09902,uncharacterized protein
K09903,uridylate kinase [EC:2.7.4.22]
K09904,uncharacterized protein
K09906,elongation factor P hydroxylase [EC:1.14.-.-]
K09907,uncharacterized protein
K09908,uncharacterized protein
K09909,uncharacterized protein
K09910,uncharacterized protein
K09912,uncharacterized protein
K09913,purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2]
K09914,putative lipoprotein
K09915,uncharacterized protein
K09916,uncharacterized protein
K09918,uncharacterized protein
K09919,uncharacterized protein
K09920,uncharacterized protein
K09921,uncharacterized protein
K09922,uncharacterized protein
K09923,uncharacterized protein
K09924,uncharacterized protein
K09926,uncharacterized protein
K09927,uncharacterized protein
K09928,uncharacterized protein
K09929,uncharacterized protein
K09930,uncharacterized protein
K09931,uncharacterized protein
K09932,uncharacterized protein
K09933,MtfA peptidase
K09935,N-glycosidase YbiA [EC:3.2.2.-]
K09936,bacterial/archaeal transporter family-2 protein
K09937,uncharacterized protein
K09938,uncharacterized protein
K09939,uncharacterized protein
K09940,uncharacterized protein
K09941,uncharacterized protein
K09942,uncharacterized protein
K09943,uncharacterized protein
K09945,uncharacterized protein
K09946,uncharacterized protein
K09947,uncharacterized protein
K09948,uncharacterized protein
K09949,"UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]"
K09950,uncharacterized protein
K09951,CRISPR-associated protein Cas2
K09952,CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]
K09953,lipid A 3-O-deacylase [EC:3.1.1.-]
K09954,uncharacterized protein
K09955,uncharacterized protein
K09956,uncharacterized protein
K09957,uncharacterized protein
K09958,uncharacterized protein
K09959,uncharacterized protein
K09960,uncharacterized protein
K09961,uncharacterized protein
K09962,uncharacterized protein
K09964,uncharacterized protein
K09965,uncharacterized protein
K09966,uncharacterized protein
K09967,uncharacterized protein
K09968,uncharacterized protein
K09969,general L-amino acid transport system substrate-binding protein
K09970,general L-amino acid transport system permease protein
K09971,general L-amino acid transport system permease protein
K09972,general L-amino acid transport system ATP-binding protein [EC:7.4.2.1]
K09973,uncharacterized protein
K09974,uncharacterized protein
K09975,uncharacterized protein
K09977,uncharacterized protein
K09978,uncharacterized protein
K09979,uncharacterized protein
K09980,uncharacterized protein
K09981,uncharacterized protein
K09983,uncharacterized protein
K09984,uncharacterized protein
K09985,uncharacterized protein
K09986,uncharacterized protein
K09987,uncharacterized protein
K09988,D-lyxose ketol-isomerase [EC:5.3.1.15]
K09989,uncharacterized protein
K09990,uncharacterized protein
K09991,uncharacterized protein
K09992,uncharacterized protein
K10001,glutamate/aspartate transport system substrate-binding protein
K10002,glutamate/aspartate transport system permease protein
K10003,glutamate/aspartate transport system permease protein
K10004,glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]
K10005,glutamate transport system substrate-binding protein
K10006,glutamate transport system permease protein
K10007,glutamate transport system permease protein
K10008,glutamate transport system ATP-binding protein [EC:7.4.2.1]
K10009,L-cystine transport system permease protein
K10011,UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating) [EC:2.1.2.13 1.1.1.305]
K10012,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53]
K10015,histidine transport system permease protein
K10018,octopine/nopaline transport system substrate-binding protein
K10020,octopine/nopaline transport system permease protein
K10021,octopine/nopaline transport system ATP-binding protein [EC:7.4.2.1]
K10022,arginine/ornithine transport system substrate-binding protein
K10023,arginine/ornithine transport system permease protein
K10024,arginine/ornithine transport system permease protein
K10025,arginine/ornithine transport system ATP-binding protein [EC:7.4.2.1]
K10026,7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]
K10027,phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]
K10036,glutamine transport system substrate-binding protein
K10046,"GDP-D-mannose 3-, 5--epimerase [EC:5.1.3.18 5.1.3.-]"
K10094,nickel transport protein
K10106,vitamin K-dependent gamma-carboxylase [EC:4.1.1.90]
K10107,capsular polysaccharide transport system permease protein
K10111,multiple sugar transport system ATP-binding protein [EC:7.5.2.-]
K10112,multiple sugar transport system ATP-binding protein
K10117,raffinose/stachyose/melibiose transport system substrate-binding protein
K10118,raffinose/stachyose/melibiose transport system permease protein
K10119,raffinose/stachyose/melibiose transport system permease protein
K10123,putative ferrous iron transport protein C
K10125,"two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]"
K10126,"two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD"
K10134,etoposide-induced 2.4 mRNA
K10191,lactose/L-arabinose transport system ATP-binding protein
K10200,N-acetylglucosamine transport system substrate-binding protein
K10201,N-acetylglucosamine transport system permease protein
K10202,N-acetylglucosamine transport system permease protein
K10203,elongation of very long chain fatty acids protein 6 [EC:2.3.1.199]
K10206,LL-diaminopimelate aminotransferase [EC:2.6.1.83]
K10210,diapolycopene oxygenase [EC:1.14.99.44]
K10211,"4,4--diaponeurosporenoate glycosyltransferase [EC:2.4.1.-]"
K10212,"glycosyl-4,4--diaponeurosporenoate acyltransferase [EC:2.3.1.-]"
K10215,monooxygenase [EC:1.14.13.-]
K10216,2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9]
K10217,aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]
K10218,4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]
K10219,2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312]
K10220,4-oxalmesaconate hydratase [EC:4.2.1.83]
K10221,"2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]"
K10227,sorbitol/mannitol transport system substrate-binding protein
K10228,sorbitol/mannitol transport system permease protein
K10229,sorbitol/mannitol transport system permease protein
K10232,alpha-glucoside transport system substrate-binding protein
K10233,alpha-glucoside transport system permease protein
K10234,alpha-glucoside transport system permease protein
K10235,alpha-glucoside transport system ATP-binding protein
K10236,trehalose/maltose transport system substrate-binding protein
K10237,trehalose/maltose transport system permease protein
K10238,trehalose/maltose transport system permease protein
K10254,oleate hydratase [EC:4.2.1.53]
K10255,acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]
K10268,F-box and leucine-rich repeat protein 2/20
K10297,F-box protein 11
K10300,"F-box protein, helicase, 18 [EC:3.6.4.12]"
K10301,F-box protein 21
K10353,deoxyadenosine kinase [EC:2.7.1.76]
K10355,"actin, other eukaryote"
K10358,myosin VI
K10385,loricrin
K10407,kinesin light chain
K10408,"dynein heavy chain, axonemal"
K10410,"dynein light intermediate chain, axonemal"
K10415,"dynein intermediate chain, cytosolic"
K10417,"dynein light intermediate chain 2, cytosolic"
K10418,dynein light chain LC8-type
K10419,dynein light chain roadblock-type
K10426,dynactin 4
K10428,dynactin 6
K10439,ribose transport system substrate-binding protein
K10440,ribose transport system permease protein
K10441,ribose transport system ATP-binding protein [EC:7.5.2.7]
K10523,speckle-type POZ protein
